Relativzeit;Datum;Absolutzeit;Every cycle;CW_DEVICE_READY;CW_NO_READ;CW_GOOD_READ;CW_EXTERNAL_OUTPUT_1;CW_EXTERNAL_OUTPUT_2;CW_RESULT_1;CW_RESULT_2;CW_SYSTEM_READY;CW_EXTERNAL_INPUT_1;CW_EXTERNAL_INPUT_2;CW_SENSOR_1;CW_SENSOR_2;CW_RESERVED_02;CW_RESERVED_03;CW_TRIGGER_SENSOR_NO;CW_TRIGGER_SENSOR_NC;GOOD_READ;NO_READ;DEVICE_READY;SYSTEM_READY;ATR_DO_STATE;HEAD_01;HEAD_03;HEAD_04;HEAD_05;DATA_01;DATA_02;DATA_03;DATA_04;DATA_05;DATA_06;DATA_07;DATA_08;DATA_09;DATA_10;DATA_11;DATA_12;DATA_13;DATA_14;DATA_15;DATA_16;DATA_17;DATA_18;DATA_19;DATA_20;DATA_21;DATA_22;DATA_23;DATA_24;DATA_25;DATA_26;DATA_27;ATR.IN.HEADER.RESERVED_05;ATR.IN.HEADER.BUFFER_OVERRUN;ATR.IN.HEADER.RESERVED_04;ATR.IN.HEADER.RESERVED_03;ATR.IN.HEADER.PLCERROR;ATR.IN.HEADER.HEARTBEAT;ATR.IN.HEADER.RESERVED_02;ATR.IN.HEADER.RESERVED_01;ATR.IN.HEADER.TRANSMIT_COUNT_BACK_B;ATR.IN.HEADER.RECIEVE_LENGTH_LSB_B;ATR.IN.HEADER.RECIEVE_LENGTH_MSB_B;ATR.IN.HEADER.RECIEVE_COUNT_B;BARCODE_AC[1];BARCODE_AC[2];BARCODE_AC[3];BARCODE_AC[4];BARCODE_AC[5];BARCODE_AC[6];BARCODE_AC[7];BARCODE_AC[8];BARCODE_AC[9];BARCODE_AC[10];BARCODE_AC[11];BARCODE_AC[12];Semicolon;B_BARCODE_AC[1];B_BARCODE_AC[2];B_BARCODE_AC[3];B_BARCODE_AC[4];B_BARCODE_AC[5];B_BARCODE_AC[6];B_BARCODE_AC[7];B_BARCODE_AC[8];B_BARCODE_AC[9];B_BARCODE_AC[10];B_BARCODE_AC[11];B_BARCODE_AC[12];TG_B.STATUS;xray_machine_ok;xray_ready;xray_power_on;Trigger;Fehler
3105677;13.03.2020;11:10:21.677;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;0;1;0;0
3105713;13.03.2020;11:10:21.713;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;0;1;0;0
3105887;13.03.2020;11:10:21.887;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3106694;13.03.2020;11:10:22.694;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3107685;13.03.2020;11:10:23.685;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3107719;13.03.2020;11:10:23.719;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3108707;13.03.2020;11:10:24.707;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3109709;13.03.2020;11:10:25.709;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3110700;13.03.2020;11:10:26.700;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3110745;13.03.2020;11:10:26.745;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3111702;13.03.2020;11:10:27.702;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3112696;13.03.2020;11:10:28.696;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3112737;13.03.2020;11:10:28.737;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3113680;13.03.2020;11:10:29.680;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3113712;13.03.2020;11:10:29.712;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3114697;13.03.2020;11:10:30.697;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3115693;13.03.2020;11:10:31.693;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3115734;13.03.2020;11:10:31.734;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3116716;13.03.2020;11:10:32.716;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3117682;13.03.2020;11:10:33.682;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3117714;13.03.2020;11:10:33.714;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3118688;13.03.2020;11:10:34.688;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3118721;13.03.2020;11:10:34.721;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3119694;13.03.2020;11:10:35.694;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3119737;13.03.2020;11:10:35.737;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3120687;13.03.2020;11:10:36.687;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3120719;13.03.2020;11:10:36.719;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3121701;13.03.2020;11:10:37.701;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3122703;13.03.2020;11:10:38.703;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3122746;13.03.2020;11:10:38.746;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3123684;13.03.2020;11:10:39.684;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3123716;13.03.2020;11:10:39.716;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3124690;13.03.2020;11:10:40.690;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3124734;13.03.2020;11:10:40.734;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3125708;13.03.2020;11:10:41.708;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3126706;13.03.2020;11:10:42.706;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3127679;13.03.2020;11:10:43.679;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3127713;13.03.2020;11:10:43.713;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3128706;13.03.2020;11:10:44.706;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3129696;13.03.2020;11:10:45.696;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3129743;13.03.2020;11:10:45.743;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3130719;13.03.2020;11:10:46.719;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3131674;13.03.2020;11:10:47.674;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3131708;13.03.2020;11:10:47.708;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3132688;13.03.2020;11:10:48.688;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3132720;13.03.2020;11:10:48.720;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3133712;13.03.2020;11:10:49.712;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;146;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3134015;13.03.2020;11:10:50.015;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3134717;13.03.2020;11:10:50.717;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3135691;13.03.2020;11:10:51.691;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3135733;13.03.2020;11:10:51.733;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3136696;13.03.2020;11:10:52.696;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3137699;13.03.2020;11:10:53.699;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3138721;13.03.2020;11:10:54.721;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3139705;13.03.2020;11:10:55.705;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3140704;13.03.2020;11:10:56.704;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3141688;13.03.2020;11:10:57.688;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3141732;13.03.2020;11:10:57.732;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3142708;13.03.2020;11:10:58.708;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;12;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3143704;13.03.2020;11:10:59.704;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
3144695;13.03.2020;11:11:00.695;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8;0;13;0;72;72;72;72;72;72;72;72;72;72;72;32;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;13;0;147;48;53;57;48;49;50;51;55;54;48;32;32;59;72;72;72;72;72;72;72;72;72;72;72;32;32;1;1;1;0;0
